REF_DATE,GEO,Products,UOM,VALUE,Avg_CPI,Avg_CPI_Gas,day,month,year,ProductsUOM,Meat_Category
2021-03-01,Manitoba,Chicken breasts,Dollars,12.68,2.1,181.3,1,3,2021, per kilogram,Chicken
2021-03-01,Manitoba,Chicken thigh,Dollars,7.43,2.1,181.3,1,3,2021, per kilogram,Chicken
2021-03-01,Manitoba,Chicken drumsticks,Dollars,5.37,2.1,181.3,1,3,2021, per kilogram,Chicken
2021-03-01,Manitoba,Bacon,Dollars,5.96,2.1,181.3,1,3,2021, 500 grams,Bacon
2021-03-01,Saskatchewan,Beef stewing cuts,Dollars,14.53,2.1,181.3,1,3,2021, per kilogram,Beef
2021-03-01,Saskatchewan,Beef striploin cuts,Dollars,21.85,2.1,181.3,1,3,2021, per kilogram,Beef
2021-03-01,Saskatchewan,Beef top sirloin cuts,Dollars,15.7,2.1,181.3,1,3,2021, per kilogram,Beef
2021-03-01,Saskatchewan,Beef rib cuts,Dollars,21.64,2.1,181.3,1,3,2021, per kilogram,Beef
2021-03-01,Saskatchewan,Ground beef,Dollars,8.77,2.1,181.3,1,3,2021, per kilogram,Beef
2021-03-01,Saskatchewan,Pork loin cuts,Dollars,7.95,2.1,181.3,1,3,2021, per kilogram,Pork
2021-03-01,Saskatchewan,Pork rib cuts,Dollars,8.97,2.1,181.3,1,3,2021, per kilogram,Pork
2021-03-01,Saskatchewan,Pork shoulder cuts,Dollars,7.05,2.1,181.3,1,3,2021, per kilogram,Pork
2021-03-01,Saskatchewan,Whole chicken,Dollars,5.65,2.1,181.3,1,3,2021, per kilogram,Chicken
2021-03-01,Saskatchewan,Chicken breasts,Dollars,13.02,2.1,181.3,1,3,2021, per kilogram,Chicken
2021-03-01,Saskatchewan,Chicken thigh,Dollars,7.16,2.1,181.3,1,3,2021, per kilogram,Chicken
2021-03-01,Saskatchewan,Chicken drumsticks,Dollars,5.35,2.1,181.3,1,3,2021, per kilogram,Chicken
2021-03-01,Saskatchewan,Bacon,Dollars,5.65,2.1,181.3,1,3,2021, 500 grams,Bacon
2021-03-01,Alberta,Beef stewing cuts,Dollars,15.09,2.1,181.3,1,3,2021, per kilogram,Beef
2021-03-01,Alberta,Beef striploin cuts,Dollars,24.43,2.1,181.3,1,3,2021, per kilogram,Beef
2021-03-01,Alberta,Beef top sirloin cuts,Dollars,16.35,2.1,181.3,1,3,2021, per kilogram,Beef
2021-03-01,Alberta,Beef rib cuts,Dollars,23.91,2.1,181.3,1,3,2021, per kilogram,Beef
2021-03-01,Alberta,Ground beef,Dollars,9.85,2.1,181.3,1,3,2021, per kilogram,Beef
2021-03-01,Alberta,Pork loin cuts,Dollars,8.67,2.1,181.3,1,3,2021, per kilogram,Pork
2021-03-01,Alberta,Pork rib cuts,Dollars,9.49,2.1,181.3,1,3,2021, per kilogram,Pork
2021-03-01,Alberta,Pork shoulder cuts,Dollars,7.48,2.1,181.3,1,3,2021, per kilogram,Pork
2021-03-01,Alberta,Whole chicken,Dollars,5.97,2.1,181.3,1,3,2021, per kilogram,Chicken
2021-03-01,Alberta,Chicken breasts,Dollars,13.77,2.1,181.3,1,3,2021, per kilogram,Chicken
2021-03-01,Alberta,Chicken thigh,Dollars,7.98,2.1,181.3,1,3,2021, per kilogram,Chicken
2021-03-01,Alberta,Chicken drumsticks,Dollars,5.39,2.1,181.3,1,3,2021, per kilogram,Chicken
2021-03-01,Alberta,Bacon,Dollars,6.17,2.1,181.3,1,3,2021, 500 grams,Bacon
2021-03-01,British Columbia,Beef stewing cuts,Dollars,14.72,2.1,181.3,1,3,2021, per kilogram,Beef
2021-03-01,British Columbia,Beef striploin cuts,Dollars,25.92,2.1,181.3,1,3,2021, per kilogram,Beef
2021-03-01,British Columbia,Beef top sirloin cuts,Dollars,16.22,2.1,181.3,1,3,2021, per kilogram,Beef
2021-03-01,British Columbia,Beef rib cuts,Dollars,23.92,2.1,181.3,1,3,2021, per kilogram,Beef
2021-03-01,British Columbia,Ground beef,Dollars,9.97,2.1,181.3,1,3,2021, per kilogram,Beef
2021-03-01,British Columbia,Pork loin cuts,Dollars,8.59,2.1,181.3,1,3,2021, per kilogram,Pork
2021-03-01,British Columbia,Pork rib cuts,Dollars,9.35,2.1,181.3,1,3,2021, per kilogram,Pork
2021-03-01,British Columbia,Pork shoulder cuts,Dollars,8.12,2.1,181.3,1,3,2021, per kilogram,Pork
2021-03-01,British Columbia,Whole chicken,Dollars,6.12,2.1,181.3,1,3,2021, per kilogram,Chicken
2021-03-01,British Columbia,Chicken breasts,Dollars,13.74,2.1,181.3,1,3,2021, per kilogram,Chicken
2021-03-01,British Columbia,Chicken thigh,Dollars,8.94,2.1,181.3,1,3,2021, per kilogram,Chicken
2021-03-01,British Columbia,Chicken drumsticks,Dollars,5.66,2.1,181.3,1,3,2021, per kilogram,Chicken
2021-03-01,British Columbia,Bacon,Dollars,6.17,2.1,181.3,1,3,2021, 500 grams,Bacon
2021-04-01,Canada,Beef stewing cuts,Dollars,15.12,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Canada,Beef striploin cuts,Dollars,22.87,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Canada,Beef top sirloin cuts,Dollars,16.46,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Canada,Beef rib cuts,Dollars,23.69,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Canada,Ground beef,Dollars,9.19,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Canada,Pork loin cuts,Dollars,8.43,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Canada,Pork rib cuts,Dollars,10.03,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Canada,Pork shoulder cuts,Dollars,5.72,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Canada,Whole chicken,Dollars,6.2,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Canada,Chicken breasts,Dollars,12.58,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Canada,Chicken thigh,Dollars,9.95,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Canada,Chicken drumsticks,Dollars,6.39,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Canada,Bacon,Dollars,6.21,2.2,184.6,1,4,2021, 500 grams,Bacon
2021-04-01,Newfoundland and Labrador,Beef stewing cuts,Dollars,15.19,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Newfoundland and Labrador,Beef striploin cuts,Dollars,31.04,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Newfoundland and Labrador,Beef top sirloin cuts,Dollars,13.14,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Newfoundland and Labrador,Beef rib cuts,Dollars,20.89,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Newfoundland and Labrador,Ground beef,Dollars,8.63,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Newfoundland and Labrador,Pork loin cuts,Dollars,7.13,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Newfoundland and Labrador,Pork rib cuts,Dollars,8.57,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Newfoundland and Labrador,Pork shoulder cuts,Dollars,5.62,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Newfoundland and Labrador,Whole chicken,Dollars,5.06,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Newfoundland and Labrador,Chicken breasts,Dollars,11.62,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Newfoundland and Labrador,Chicken thigh,Dollars,7.34,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Newfoundland and Labrador,Chicken drumsticks,Dollars,6.15,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Newfoundland and Labrador,Bacon,Dollars,5.8,2.2,184.6,1,4,2021, 500 grams,Bacon
2021-04-01,Prince Edward Island,Beef stewing cuts,Dollars,15.29,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Prince Edward Island,Beef striploin cuts,Dollars,21.47,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Prince Edward Island,Beef top sirloin cuts,Dollars,15.36,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Prince Edward Island,Beef rib cuts,Dollars,18.06,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Prince Edward Island,Ground beef,Dollars,8.91,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Prince Edward Island,Pork loin cuts,Dollars,7.88,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Prince Edward Island,Pork rib cuts,Dollars,9.27,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Prince Edward Island,Pork shoulder cuts,Dollars,5.15,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Prince Edward Island,Whole chicken,Dollars,6.4,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Prince Edward Island,Chicken breasts,Dollars,9.62,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Prince Edward Island,Chicken thigh,Dollars,7.32,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Prince Edward Island,Chicken drumsticks,Dollars,5.27,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Prince Edward Island,Bacon,Dollars,5.78,2.2,184.6,1,4,2021, 500 grams,Bacon
2021-04-01,Nova Scotia,Beef stewing cuts,Dollars,14.99,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Nova Scotia,Beef striploin cuts,Dollars,20.66,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Nova Scotia,Beef top sirloin cuts,Dollars,15.14,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Nova Scotia,Beef rib cuts,Dollars,18.22,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Nova Scotia,Ground beef,Dollars,8.86,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Nova Scotia,Pork loin cuts,Dollars,7.88,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Nova Scotia,Pork rib cuts,Dollars,8.49,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Nova Scotia,Pork shoulder cuts,Dollars,4.45,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Nova Scotia,Whole chicken,Dollars,6.21,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Nova Scotia,Chicken breasts,Dollars,9.37,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Nova Scotia,Chicken thigh,Dollars,7.47,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Nova Scotia,Chicken drumsticks,Dollars,5.06,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Nova Scotia,Bacon,Dollars,5.87,2.2,184.6,1,4,2021, 500 grams,Bacon
2021-04-01,New Brunswick,Beef stewing cuts,Dollars,15.36,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,New Brunswick,Beef striploin cuts,Dollars,20.12,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,New Brunswick,Beef top sirloin cuts,Dollars,14.13,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,New Brunswick,Beef rib cuts,Dollars,19.69,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,New Brunswick,Ground beef,Dollars,8.92,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,New Brunswick,Pork loin cuts,Dollars,7.73,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,New Brunswick,Pork rib cuts,Dollars,9.05,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,New Brunswick,Pork shoulder cuts,Dollars,4.23,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,New Brunswick,Whole chicken,Dollars,6.24,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,New Brunswick,Chicken breasts,Dollars,9.57,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,New Brunswick,Chicken thigh,Dollars,7.22,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,New Brunswick,Chicken drumsticks,Dollars,5.21,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,New Brunswick,Bacon,Dollars,6.02,2.2,184.6,1,4,2021, 500 grams,Bacon
2021-04-01,Quebec,Beef stewing cuts,Dollars,14.1,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Quebec,Beef striploin cuts,Dollars,22.25,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Quebec,Beef top sirloin cuts,Dollars,23.49,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Quebec,Beef rib cuts,Dollars,29.14,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Quebec,Ground beef,Dollars,9.32,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Quebec,Pork loin cuts,Dollars,7.9,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Quebec,Pork rib cuts,Dollars,12.23,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Quebec,Pork shoulder cuts,Dollars,4.5,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Quebec,Whole chicken,Dollars,7.55,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Quebec,Chicken breasts,Dollars,12.71,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Quebec,Chicken thigh,Dollars,9.26,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Quebec,Chicken drumsticks,Dollars,5.46,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Quebec,Bacon,Dollars,6.76,2.2,184.6,1,4,2021, 500 grams,Bacon
2021-04-01,Ontario,Beef stewing cuts,Dollars,15.54,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Ontario,Beef striploin cuts,Dollars,22.4,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Ontario,Beef top sirloin cuts,Dollars,17.24,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Ontario,Beef rib cuts,Dollars,22.25,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Ontario,Ground beef,Dollars,8.92,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Ontario,Pork loin cuts,Dollars,8.82,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Ontario,Pork rib cuts,Dollars,9.99,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Ontario,Pork shoulder cuts,Dollars,6.75,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Ontario,Whole chicken,Dollars,5.74,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Ontario,Chicken breasts,Dollars,13.24,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Ontario,Chicken thigh,Dollars,10.87,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Ontario,Chicken drumsticks,Dollars,7.27,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Ontario,Bacon,Dollars,6.18,2.2,184.6,1,4,2021, 500 grams,Bacon
2021-04-01,Manitoba,Beef stewing cuts,Dollars,15.44,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Manitoba,Beef striploin cuts,Dollars,23.89,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Manitoba,Beef top sirloin cuts,Dollars,15.7,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Manitoba,Beef rib cuts,Dollars,25.17,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Manitoba,Ground beef,Dollars,9.21,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Manitoba,Pork loin cuts,Dollars,8.45,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Manitoba,Pork rib cuts,Dollars,9.14,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Manitoba,Pork shoulder cuts,Dollars,6.37,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Manitoba,Whole chicken,Dollars,6.67,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Manitoba,Chicken breasts,Dollars,12.5,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Manitoba,Chicken thigh,Dollars,8.89,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Manitoba,Chicken drumsticks,Dollars,6.34,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Manitoba,Bacon,Dollars,5.85,2.2,184.6,1,4,2021, 500 grams,Bacon
2021-04-01,Saskatchewan,Beef stewing cuts,Dollars,14.8,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Saskatchewan,Beef striploin cuts,Dollars,23.31,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Saskatchewan,Beef top sirloin cuts,Dollars,15.08,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Saskatchewan,Beef rib cuts,Dollars,24.74,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Saskatchewan,Ground beef,Dollars,9.16,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Saskatchewan,Pork loin cuts,Dollars,7.9,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Saskatchewan,Pork rib cuts,Dollars,9.57,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Saskatchewan,Pork shoulder cuts,Dollars,6.45,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Saskatchewan,Whole chicken,Dollars,6.74,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Saskatchewan,Chicken breasts,Dollars,12.45,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Saskatchewan,Chicken thigh,Dollars,8.72,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Saskatchewan,Chicken drumsticks,Dollars,6.19,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Saskatchewan,Bacon,Dollars,5.66,2.2,184.6,1,4,2021, 500 grams,Bacon
2021-04-01,Alberta,Beef stewing cuts,Dollars,15.36,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Alberta,Beef striploin cuts,Dollars,23.55,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Alberta,Beef top sirloin cuts,Dollars,16.15,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Alberta,Beef rib cuts,Dollars,26.91,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Alberta,Ground beef,Dollars,9.9,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,Alberta,Pork loin cuts,Dollars,9.48,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Alberta,Pork rib cuts,Dollars,10.09,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Alberta,Pork shoulder cuts,Dollars,6.41,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,Alberta,Whole chicken,Dollars,6.84,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Alberta,Chicken breasts,Dollars,12.91,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Alberta,Chicken thigh,Dollars,9.8,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Alberta,Chicken drumsticks,Dollars,6.42,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,Alberta,Bacon,Dollars,6.26,2.2,184.6,1,4,2021, 500 grams,Bacon
2021-04-01,British Columbia,Beef stewing cuts,Dollars,15.05,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,British Columbia,Beef striploin cuts,Dollars,25.14,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,British Columbia,Beef top sirloin cuts,Dollars,16.75,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,British Columbia,Beef rib cuts,Dollars,26.53,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,British Columbia,Ground beef,Dollars,9.64,2.2,184.6,1,4,2021, per kilogram,Beef
2021-04-01,British Columbia,Pork loin cuts,Dollars,8.66,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,British Columbia,Pork rib cuts,Dollars,9.84,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,British Columbia,Pork shoulder cuts,Dollars,6.86,2.2,184.6,1,4,2021, per kilogram,Pork
2021-04-01,British Columbia,Whole chicken,Dollars,7.36,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,British Columbia,Chicken breasts,Dollars,13.15,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,British Columbia,Chicken thigh,Dollars,10.34,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,British Columbia,Chicken drumsticks,Dollars,7.05,2.2,184.6,1,4,2021, per kilogram,Chicken
2021-04-01,British Columbia,Bacon,Dollars,6.29,2.2,184.6,1,4,2021, 500 grams,Bacon
2021-05-01,Canada,Beef stewing cuts,Dollars,15.54,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,Canada,Beef striploin cuts,Dollars,23.38,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,Canada,Beef top sirloin cuts,Dollars,15.05,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,Canada,Beef rib cuts,Dollars,27.07,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,Canada,Ground beef,Dollars,9.37,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,Canada,Pork loin cuts,Dollars,8.86,2.4,190.5,1,5,2021, per kilogram,Pork
2021-05-01,Canada,Pork rib cuts,Dollars,10.24,2.4,190.5,1,5,2021, per kilogram,Pork
2021-05-01,Canada,Pork shoulder cuts,Dollars,6.05,2.4,190.5,1,5,2021, per kilogram,Pork
2021-05-01,Canada,Whole chicken,Dollars,5.63,2.4,190.5,1,5,2021, per kilogram,Chicken
2021-05-01,Canada,Chicken breasts,Dollars,12.55,2.4,190.5,1,5,2021, per kilogram,Chicken
2021-05-01,Canada,Chicken thigh,Dollars,8.9,2.4,190.5,1,5,2021, per kilogram,Chicken
2021-05-01,Canada,Chicken drumsticks,Dollars,5.83,2.4,190.5,1,5,2021, per kilogram,Chicken
2021-05-01,Canada,Bacon,Dollars,6.58,2.4,190.5,1,5,2021, 500 grams,Bacon
2021-05-01,Newfoundland and Labrador,Beef stewing cuts,Dollars,15.74,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,Newfoundland and Labrador,Beef striploin cuts,Dollars,21.4,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,Newfoundland and Labrador,Beef top sirloin cuts,Dollars,14.49,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,Newfoundland and Labrador,Beef rib cuts,Dollars,28.43,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,Newfoundland and Labrador,Ground beef,Dollars,8.83,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,Newfoundland and Labrador,Pork loin cuts,Dollars,7.96,2.4,190.5,1,5,2021, per kilogram,Pork
2021-05-01,Newfoundland and Labrador,Pork rib cuts,Dollars,10.48,2.4,190.5,1,5,2021, per kilogram,Pork
2021-05-01,Newfoundland and Labrador,Pork shoulder cuts,Dollars,6.86,2.4,190.5,1,5,2021, per kilogram,Pork
2021-05-01,Newfoundland and Labrador,Whole chicken,Dollars,5.14,2.4,190.5,1,5,2021, per kilogram,Chicken
2021-05-01,Newfoundland and Labrador,Chicken breasts,Dollars,12.39,2.4,190.5,1,5,2021, per kilogram,Chicken
2021-05-01,Newfoundland and Labrador,Chicken thigh,Dollars,6.58,2.4,190.5,1,5,2021, per kilogram,Chicken
2021-05-01,Newfoundland and Labrador,Chicken drumsticks,Dollars,5.56,2.4,190.5,1,5,2021, per kilogram,Chicken
2021-05-01,Newfoundland and Labrador,Bacon,Dollars,6.11,2.4,190.5,1,5,2021, 500 grams,Bacon
2021-05-01,Prince Edward Island,Beef stewing cuts,Dollars,14.85,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,Prince Edward Island,Beef striploin cuts,Dollars,19.21,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,Prince Edward Island,Beef top sirloin cuts,Dollars,16.24,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,Prince Edward Island,Beef rib cuts,Dollars,30.75,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,Prince Edward Island,Ground beef,Dollars,8.86,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,Prince Edward Island,Pork loin cuts,Dollars,8.0,2.4,190.5,1,5,2021, per kilogram,Pork
2021-05-01,Prince Edward Island,Pork rib cuts,Dollars,10.04,2.4,190.5,1,5,2021, per kilogram,Pork
2021-05-01,Prince Edward Island,Pork shoulder cuts,Dollars,6.49,2.4,190.5,1,5,2021, per kilogram,Pork
2021-05-01,Prince Edward Island,Whole chicken,Dollars,4.99,2.4,190.5,1,5,2021, per kilogram,Chicken
2021-05-01,Prince Edward Island,Chicken breasts,Dollars,10.01,2.4,190.5,1,5,2021, per kilogram,Chicken
2021-05-01,Prince Edward Island,Chicken thigh,Dollars,6.74,2.4,190.5,1,5,2021, per kilogram,Chicken
2021-05-01,Prince Edward Island,Chicken drumsticks,Dollars,5.09,2.4,190.5,1,5,2021, per kilogram,Chicken
2021-05-01,Prince Edward Island,Bacon,Dollars,6.14,2.4,190.5,1,5,2021, 500 grams,Bacon
2021-05-01,Nova Scotia,Beef stewing cuts,Dollars,15.24,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,Nova Scotia,Beef striploin cuts,Dollars,19.71,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,Nova Scotia,Beef top sirloin cuts,Dollars,16.67,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,Nova Scotia,Beef rib cuts,Dollars,27.1,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,Nova Scotia,Ground beef,Dollars,9.11,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,Nova Scotia,Pork loin cuts,Dollars,8.2,2.4,190.5,1,5,2021, per kilogram,Pork
2021-05-01,Nova Scotia,Pork rib cuts,Dollars,10.12,2.4,190.5,1,5,2021, per kilogram,Pork
2021-05-01,Nova Scotia,Pork shoulder cuts,Dollars,6.62,2.4,190.5,1,5,2021, per kilogram,Pork
2021-05-01,Nova Scotia,Whole chicken,Dollars,5.4,2.4,190.5,1,5,2021, per kilogram,Chicken
2021-05-01,Nova Scotia,Chicken breasts,Dollars,10.78,2.4,190.5,1,5,2021, per kilogram,Chicken
2021-05-01,Nova Scotia,Chicken thigh,Dollars,6.96,2.4,190.5,1,5,2021, per kilogram,Chicken
2021-05-01,Nova Scotia,Chicken drumsticks,Dollars,5.07,2.4,190.5,1,5,2021, per kilogram,Chicken
2021-05-01,Nova Scotia,Bacon,Dollars,6.22,2.4,190.5,1,5,2021, 500 grams,Bacon
2021-05-01,New Brunswick,Beef stewing cuts,Dollars,15.1,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,New Brunswick,Beef striploin cuts,Dollars,19.75,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,New Brunswick,Beef top sirloin cuts,Dollars,16.49,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,New Brunswick,Beef rib cuts,Dollars,29.83,2.4,190.5,1,5,2021, per kilogram,Beef
2021-05-01,New Brunswick,Ground beef,Dollars,8.99,2.4,190.5,1,5,2021, per kilogram,Beef
